,region_name,municipality_name,installation_name,installation_code,latitude,longitude,process_name,process_code
138,Saguenay—Lac-Saint-Jean,Saguenay,Poste d'eau potable de Saguenay (Chicoutimi-Nord),X0010044,48.405959,-71.069183,Chloration,CHL
139,Saguenay—Lac-Saint-Jean,Saguenay,Poste d'eau potable de Saguenay (Chicoutimi-Nord),X0010044,48.405959,-71.069183,Filtration,FIL
140,Saguenay—Lac-Saint-Jean,Saguenay,Poste d'eau potable de Saguenay (Chicoutimi-Nord),X0010044,48.405959,-71.069183,Ultraviolet,UB
141,Capitale-Nationale,Sainte-Catherine-de-la-Jacques-Cartier,Installation de production d'eau potable Duchesnay,X0010966,46.84493,-71.615067,Chloration,CHL
142,Capitale-Nationale,Sainte-Catherine-de-la-Jacques-Cartier,Installation de production d'eau potable Duchesnay,X0010966,46.84493,-71.615067,Filtration,FIL
143,Montérégie,Sutton,Station de purification Sutton (canton) - aut.traitement,X0008505,45.1109765,-72.6177899,Chloration,CHL
144,Montérégie,Sutton,Station de purification Sutton (canton) - aut.traitement,X0008505,45.1109765,-72.6177899,Filtration,FIL
145,Montérégie,Sutton,Station de purification Sutton (canton) - aut.traitement,X0008505,45.1109765,-72.6177899,Ultraviolet,UB
146,Côte-Nord,Baie-Comeau,Station de purification Baie-Comeau(Ste-Amélie) (post.chl.),X0010423,49.217597,-68.152313,Chloration,CHL
147,Outaouais,Montebello,Station de purification Montebello (post.chl.),X0009545,45.6512171,-74.942673,Chloration,CHL
148,Outaouais,Montebello,Station de purification Montebello (post.chl.),X0009545,45.6512171,-74.942673,Filtration,FIL
149,Outaouais,Montebello,Station de purification Montebello (post.chl.),X0009545,45.6512171,-74.942673,Ozonation,OZ
150,Capitale-Nationale,Québec,Installation de production d'eau potable - UTE Charlesbourg,X0010062,46.8259601,-71.2352226,Chloration,CHL
151,Capitale-Nationale,Québec,Installation de production d'eau potable - UTE Charlesbourg,X0010062,46.8259601,-71.2352226,Filtration,FIL
152,Capitale-Nationale,Québec,Installation de production d'eau potable - UTE Charlesbourg,X0010062,46.8259601,-71.2352226,Ozonation,OZ
153,Capitale-Nationale,Québec,Installation de production d'eau potable - UTE Charlesbourg,X0010062,46.8259601,-71.2352226,Charbon,CHB
154,Capitale-Nationale,Québec,Installation de production d'eau potable - UTE Québec,X0008181,46.8259601,-71.2352226,Chloration,CHL
155,Capitale-Nationale,Québec,Installation de production d'eau potable - UTE Québec,X0008181,46.8259601,-71.2352226,Filtration,FIL
156,Capitale-Nationale,Québec,Installation de production d'eau potable - UTE Québec,X0008181,46.8259601,-71.2352226,Ozonation,OZ
157,Abitibi-Témiscamingue,Témiscaming,Témiscaming - Approvisionnement,X2114319,46.71821,-79.101562,Chloration,CHL
158,Abitibi-Témiscamingue,Témiscaming,Témiscaming - Approvisionnement,X2114319,46.71821,-79.101562,Filtration,FIL
159,Côte-Nord,Schefferville,Station de purification Schefferville(post.chl.),X0009570,54.8005133,-66.820626,Chloration,CHL
160,Nord-du-Québec,Quaqtaq,Quaqtaq - Approvisionnement,X2114291,60.9137462,-69.5619978667093,Chloration,CHL
161,Nord-du-Québec,Quaqtaq,Quaqtaq - Approvisionnement,X2114291,60.9137462,-69.5619978667093,Filtration,FIL
162,Nord-du-Québec,Quaqtaq,Quaqtaq - Approvisionnement,X2114291,60.9137462,-69.5619978667093,Ultraviolet,UB
163,Montérégie,Longueuil,Station de purification Longueuil (Saint-Lambert) - Usine Le Royer,X0008136,45.5172382,-73.4467466,Chloration,CHL
164,Montérégie,Longueuil,Station de purification Longueuil (Saint-Lambert) - Usine Le Royer,X0008136,45.5172382,-73.4467466,Filtration,FIL
165,Montérégie,Longueuil,Station de purification Longueuil (Saint-Lambert) - Usine Le Royer,X0008136,45.5172382,-73.4467466,Charbon,CHB
166,Montérégie,Longueuil,Station de purification Longueuil (Saint-Lambert) - Usine Le Royer,X0008136,45.5172382,-73.4467466,Ultraviolet,UB
